-51	-50
-51	-51
-51	-50
-51	-50
-51	-50
-51	-49
-51	-49
-51	-49
-51	-49
-51	-49
-51	-50
-52	-50
-52	-49
-53	-50
-53	-50
-53	-51
-52	-50
-52	-51
-53	-50
-51	-49
-51	-49
-51	-49
-51	-49
-51	-49
-51	-50
-51	-53
-51	-47
-51	-48
-51	-47
-51	-49
-51	-51
-51	-52
-51	-50
-51	-49
-51	-49
-51	-49
-51	-48
-51	-48
-51	-48
-51	-48
-51	-48
-51	-49
-51	-47
-51	-51
-51	-51
-51	-51
-51	-49
-51	-50
-51	-50
-51	-51
-62	-50
-60	-49
-60	-48
-60	-47
-60	-47
-60	-47
-60	-47
-60	-51
-60	-52
-60	-52
-60	-51
-60	-51
-60	-52
-60	-52
-60	-52
-60	-53
-60	-53
-60	-53
-60	-52
-60	-53
-60	-52
-60	-52
-60	-52
-60	-52
-60	-53
-60	-52
-60	-53
-60	-52
-60	-52
-60	-51
-60	-51
-60	-51
-60	-52
-60	-53
-60	-52
-62	-54
-62	-54
-60	-54
-60	-54
-60	-54
-60	-54
-60	-54
-60	-54
-60	-54
-60	-54
-60	-54
-60	-53
-60	-53
-60	-53
-60	-54
-67	-59
-67	-59
-67	-59
-67	-59
-66	-59
-66	-59
-67	-59
-67	-59
-67	-59
-67	-59
-66	-59
-66	-59
-67	-59
-67	-59
-67	-59
-67	-59
-67	-59
-66	-58
-66	-59
-66	-59
-67	-59
-66	-59
-66	-59
-67	-59
-66	-59
-67	-59
-67	-59
-66	-59
-67	-59
-67	-59
-67	-59
-66	-59
-66	-60
-66	-59
-66	-60
-66	-60
-67	-59
-67	-59
-66	-59
-67	-59
-67	-59
-66	-59
-66	-59
-66	-59
-66	-59
-66	-60
-66	-59
-66	-59
-66	-59
-66	-59
-60	-44
-59	-44
-60	-50
-60	-56
-60	-68
-60	-48
-61	-50
-61	-50
-61	-50
-62	-50
-61	-51
-61	-51
-60	-51
-59	-50
-59	-50
-59	-50
-59	-50
-59	-50
-59	-50
-59	-50
-62	-50
-62	-50
-62	-50
-62	-50
-62	-50
-62	-50
-62	-50
-62	-49
-62	-49
-62	-49
-62	-49
-62	-49
-63	-50
-62	-49
-59	-49
-59	-50
-59	-50
-59	-50
-59	-49
-59	-49
-60	-49
-61	-49
-60	-49
-60	-49
-60	-50
-60	-50
-59	-49
-59	-49
-59	-49
-63	-49
