GW RSSI,ED RSSI
-120,-121
-121,-129
-121,-122
-107,-117
-121,-121
-119,-120
-119,-120
-120,-119
-121,-120
-120,-116
-123,-117
-118,-120
-120,-124
-121,-126
-120,-119
-118,-128
-120,-123
-120,-119
-119,-119
-120,-124
-120,-125
-120,-122
-120,-117
-119,-122
-109,-118
-120,-122
-119,-121
-119,-122
-121,-128
-121,-118
-116,-120
-120,-117
-120,-113
-121,-125
-121,-120
-118,-113
-115,-117
-119,-116
-115,-118
-119,-123
-119,-118
-120,-117
-112,-121
-121,-122
-120,-119
-119,-121
-120,-116
-119,-116
-119,-116
-121,-122
-121,-118
-118,-119
-120,-120
-110,-118
-118,-122
-120,-115
-120,-118
-120,-126
-119,-122
-121,-118
-120,-116
-120,-121
-118,-118
-120,-119
-119,-119
-120,-126
-118,-131
-118,-116
-119,-121
-120,-117
-120,-123
-119,-124
-119,-121
-112,-119
-120,-123
-120,-130
-120,-129
-121,-119
-113,-122
-120,-119
-120,-119
-121,-116
-120,-118
-119,-128
-120,-119
-121,-118
-120,-119
-120,-117
-121,-117
-118,-116
-119,-118
-120,-112
-110,-120
-117,-124
-120,-120
-121,-132
-119,-118
-121,-118
-121,-119
-114,-119
-119,-116
-120,-119
-121,-118
-120,-116
-120,-128
-120,-119
-120,-124
-118,-120
-110,-127
-120,-127
-119,-119
-119,-124
-112,-119
-120,-124
-120,-121
-118,-116
-120,-122
-123,-118
-120,-118
-119,-118
-119,-129
-120,-115
-121,-115
-119,-123
-121,-116
-120,-115
-113,-119
-118,-115
-120,-117
-120,-118
-121,-116
-119,-114
-119,-114
-121,-118
-119,-114
-120,-115
-121,-118
-121,-116
-121,-121
-119,-117
-119,-118
-121,-116
-118,-115
-120,-119
-119,-113
-115,-120
-123,-125
-120,-119
-121,-123
-119,-119
-119,-118
-119,-119
-120,-117
-118,-123
-121,-117
-120,-119
-121,-117
-121,-117
-119,-119
-119,-126
-121,-121
-120,-129
-123,-125
-121,-120
-120,-125
-119,-130
-120,-124
-119,-125
-120,-118
-120,-118
-113,-120
-120,-117
-119,-119
-119,-126
-119,-117
-121,-115
-117,-118
-120,-114
-120,-114
-119,-115
-120,-118
-119,-120
-118,-120
-120,-117
-120,-115
-118,-119
-118,-118
-118,-118
-121,-116
-119,-120
-120,-117
-119,-119
-120,-117
-117,-117
-120,-118
-100,-116
-121,-117
-120,-117
-120,-121
-116,-124
-119,-115
-119,-116
-120,-116
-120,-115
-116,-116
-120,-122
-118,-115
-117,-116
-118,-116
-117,-117
-118,-116
-120,-115
-118,-118
-119,-123
-117,-118
-120,-117
-113,-121
-119,-127
-106,-123
-120,-128
-117,-125
-119,-118
-118,-118
-116,-121
-110,-132
